"","team","season","coach_first_name","coach_last_name","coach_aux_1","coach_aux_2","grad_yr"
"1913","New Hampshire","2014-2015","Maureen","Magarity",NA,NA,"2003"
"1914","New Mexico","2014-2015","Yvonne","Sanchez",NA,NA,"1989"
"1915","New Mexico St.","2014-2015","Mark","Trakh",NA,NA,"1981"
"1916","New Orleans","2014-2015","Keeshawn","Davenport",NA,NA,"2001"
"1917","Niagara","2014-2015","Kendra","Faustin",NA,NA,"2001"
"1918","Nicholls St.","2014-2015","DoBee","Plaisance",NA,NA,NA
"1919","Norfolk St.","2014-2015","Debra","Clark",NA,NA,"1984"
"1920","North Carolina","2014-2015","Sylvia","Hatchell",NA,NA,"1974"
"1921","North Dakota","2014-2015","Travis","Brewster",NA,NA,"1994"
"1922","North Dakota St.","2014-2015","Maren","Walseth",NA,NA,NA
"1923","North Florida","2014-2015","Mary","Tappmeyer",NA,NA,"1981"
"1924","North Texas","2014-2015","Mike","Petersen",NA,NA,"1983"
"1925","Northeastern","2014-2015","Kelly","Cole",NA,NA,"1991"
"1926","Northern Ariz.","2014-2015","Sue","Darling",NA,NA,"1983"
"1927","Northern Colo.","2014-2015","Kamie","Ethridge",NA,NA,NA
"1928","Northern Ill.","2014-2015","Kathi","Bennett",NA,NA,"1986"
"1929","Northern Ky.","2014-2015","Dawn","Plitzuweit",NA,NA,"1995"
"1930","Northwestern","2014-2015","Joe","McKeown",NA,NA,"1979"
"1931","Northwestern St.","2014-2015","Brooke","Stoehr",NA,NA,"2002"
"1932","Notre Dame","2014-2015","Muffet","McGraw",NA,NA,"1977"
"1933","Oakland","2014-2015","Jeff","Tungate",NA,NA,"1993"
"1934","Ohio","2014-2015","Bob","Boldon",NA,NA,"1997"
"1935","Ohio St.","2014-2015","Kevin","McGuff",NA,NA,"1992"
"1936","Oklahoma","2014-2015","Sherri","Coale",NA,NA,"1987"
"1937","Oklahoma St.","2014-2015","Jim","Littell",NA,NA,"1977"
"1938","Old Dominion","2014-2015","Karen","Barefoot",NA,NA,"1995"
"1939","Ole Miss","2014-2015","Matt","Insell",NA,NA,"2007"
"1940","Omaha","2014-2015","Brittany","Lange",NA,NA,"2010"
"1941","Oral Roberts","2014-2015","Misti","Cussen",NA,NA,"1993"
"1942","Oregon","2014-2015","Kelly","Graves",NA,NA,"1988"
"1943","Oregon St.","2014-2015","Scott","Rueck",NA,NA,"1991"
"1944","Pacific","2014-2015","Lynne","Roberts",NA,NA,"1997"
"1945","Penn","2014-2015","Mike","McLaughlin",NA,NA,"1991"
"1946","Penn St.","2014-2015","Coquese","Washington",NA,NA,"1993"
"1947","Pepperdine","2014-2015","Ryan","Weisenberg",NA,NA,"1997"
"1948","Pittsburgh","2014-2015","Suzie","McConnell-Serio",NA,NA,"1988"
"1949","Portland","2014-2015","Cheryl","Sorenson",NA,NA,"2003"
"1950","Portland St.","2014-2015","Sherri","Murrell",NA,NA,"1991"
"1951","Prairie View","2014-2015","Dawn","Brown",NA,NA,"2005"
"1952","Presbyterian","2014-2015","Ronny","Fisher",NA,NA,"1990"
"1953","Princeton","2014-2015","Courtney","Banghart",NA,NA,"2000"
"1954","Providence","2014-2015","Susan","Robinson","Fruchtl",NA,"1992"
"1955","Purdue","2014-2015","Sharon","Versyp",NA,NA,"1989"
"1956","Purdue Fort Wayne","2014-2015","Chris","Paul",NA,NA,NA
"1957","Quinnipiac","2014-2015","Tricia","Fabbri",NA,NA,"1991"
"1958","Radford","2014-2015","Mike","McGuire",NA,NA,"2000"
"1959","Rhode Island","2014-2015","Daynia","LaForce-Mann",NA,NA,"1995"
"1960","Rice","2014-2015","Greg","Williams",NA,NA,"1970"
"1961","Richmond","2014-2015","Michael","Shafer",NA,NA,"1994"
"1962","Rider","2014-2015","Lynn","Milligan",NA,NA,"1992"
"1963","Robert Morris","2014-2015","Sal","Buscaglia",NA,NA,"1976"
"1964","Rutgers","2014-2015","C.","Vivian","Stringer",NA,"1970"
"1965","SFA","2014-2015","Brandon","Schneider",NA,NA,"1995"
"1966","SIUE","2014-2015","Paula","Buscher",NA,NA,"1986"
"1967","SMU","2014-2015","Rhonda","Rompola",NA,NA,"1983"
"1968","Sacramento St.","2014-2015","Bunky","Harkleroad",NA,NA,"1993"
"1969","Sacred Heart","2014-2015","Jessica","Mannetti",NA,NA,"2001"
"1970","Saint Francis (PA)","2014-2015","Joe","Haigh",NA,NA,"1995"
"1971","Saint Joseph's","2014-2015","Cindy","Griffin",NA,NA,"1991"
"1972","Saint Louis","2014-2015","Lisa","Stone",NA,NA,"1984"
"1973","Saint Mary's (CA)","2014-2015","Paul","Thomas",NA,NA,"1986"
"1974","Saint Peter's","2014-2015","Pat","Coyle",NA,NA,"1982"
"1975","Sam Houston St.","2014-2015","Brenda","Welch-Nichols",NA,NA,"1989"
"1976","Samford","2014-2015","Mike","Morris",NA,NA,"1992"
"1977","San Diego","2014-2015","Cindy","Fisher",NA,NA,"1988"
"1978","San Diego St.","2014-2015","Stacie","Terry",NA,NA,"1998"
"1979","San Francisco","2014-2015","Jennifer","Azzi",NA,NA,"1990"
"1980","San Jose St.","2014-2015","Jamie","Craighead",NA,NA,"2002"
"1981","Santa Clara","2014-2015","JR","Payne",NA,NA,"1999"
"1982","Savannah St.","2014-2015","Cedric","Baker",NA,NA,"1990"
"1983","Seattle U","2014-2015","Joan","Bonvicini",NA,NA,"1975"
"1984","Seton Hall","2014-2015","Tony","Bozzella",NA,NA,"1989"
"1985","Siena","2014-2015","Ali","Jaques",NA,NA,"1998"
"1986","South Alabama","2014-2015","Terry","Fowler",NA,NA,"1986"
"1987","South Carolina","2014-2015","Dawn","Staley",NA,NA,"1992"
"1988","South Carolina St.","2014-2015","Douglas","Robertson",NA,NA,"1995"
"1989","South Dakota","2014-2015","Amy","Williams",NA,NA,NA
"1990","South Dakota St.","2014-2015","Aaron","Johnston",NA,NA,"1996"
"1991","South Fla.","2014-2015","Jose","Fernandez",NA,NA,"1994"
"1992","Southeast Mo. St.","2014-2015","Ty","Margenthaler",NA,NA,"1997"
"1993","Southeastern La.","2014-2015","Yolanda","Moore",NA,NA,NA
"1994","Southern California","2014-2015","Cynthia","Cooper",NA,NA,"2005"
"1995","Southern Ill.","2014-2015","Cindy","Stein",NA,NA,"1983"
"1996","Southern Miss.","2014-2015","Joye","Lee-McNelis",NA,NA,"1984"
"1997","Southern U.","2014-2015","Sandy","Pugh",NA,NA,"1987"
"1998","Southern Utah","2014-2015","Chris","Boettcher",NA,NA,"1994"
"1999","St. Bonaventure","2014-2015","Jim","Crowley",NA,NA,"1993"
"2000","St. Francis Brooklyn","2014-2015","John","Thurston",NA,NA,"1970"
"2001","St. John's (NY)","2014-2015","Joe","Tartamella",NA,NA,"2001"
"2002","Stanford","2014-2015","Tara","VanDerveer",NA,NA,"1975"
"2003","Stetson","2014-2015","Lynn","Bria",NA,NA,"1990"
"2004","Stony Brook","2014-2015","Caroline","McCombs",NA,NA,"1998"
"2005","Syracuse","2014-2015","Quentin","Hillsman",NA,NA,"1993"
"2006","TCU","2014-2015","Raegan","Pebley",NA,NA,NA
"2007","Temple","2014-2015","Tonya","Cardoza",NA,NA,NA
"2008","Tennessee","2014-2015","Holly","Warlick",NA,NA,"1981"
"2009","Tennessee St.","2014-2015","Larry","Inman",NA,NA,"1970"
"2010","Tennessee Tech","2014-2015","Jim","Davis",NA,NA,"1970"
"2011","Texas","2014-2015","Karen","Aston",NA,NA,"1987"
"2012","Texas A&M","2014-2015","Gary","Blair",NA,NA,"1972"
"2013","Texas Southern","2014-2015","Johnetta","Hayes-Perry",NA,NA,"2004"
"2014","Texas St.","2014-2015","Zenarae","Antoine",NA,NA,"1998"
"2015","Texas Tech","2014-2015","Candi","Whitaker",NA,NA,"2002"
"2016","Toledo","2014-2015","Tricia","Cullop",NA,NA,"1993"
"2017","Towson","2014-2015","Niki","Reid","Geckeler",NA,"1993"
"2018","Troy","2014-2015","Chanda","Rigby",NA,NA,"1990"
"2019","Tulane","2014-2015","Lisa","Stockton",NA,NA,"1986"
"2020","Tulsa","2014-2015","Matilda","Mossman",NA,NA,"1979"
"2021","UAB","2014-2015","Randy","Norton",NA,NA,"1996"
"2022","UC Davis","2014-2015","Jennifer","Gross",NA,NA,"1997"
"2023","UC Irvine","2014-2015","Doug","Oliver",NA,NA,"1973"
"2024","UC Riverside","2014-2015","John","Margaritis",NA,NA,"1982"
"2025","UC Santa Barbara","2014-2015","Charlene","Mitchell",NA,NA,"1996"
"2026","UCF","2014-2015","Joi","Williams",NA,NA,"1988"
"2027","UCLA","2014-2015","Cori","Close",NA,NA,"1993"
"2028","UConn","2014-2015","Geno","Auriemma",NA,NA,NA
"2029","UIC","2014-2015","Regina","Miller",NA,NA,"1984"
"2030","UMBC","2014-2015","Phil","Stern",NA,NA,"1994"
"2031","UMES","2014-2015","Fred","Batchelor",NA,NA,"1988"
"2032","UMKC","2014-2015","Marsha","Frese",NA,NA,"1994"
"2033","UMass Lowell","2014-2015","Jenerrie","Harris",NA,NA,NA
"2034","UNC Asheville","2014-2015","Brenda","Mock","Kirkpatrick",NA,"2001"
"2035","UNC Greensboro","2014-2015","Wendy","Palmer",NA,NA,"1996"
"2036","UNCW","2014-2015","Adell","Harris",NA,NA,"2002"
"2037","UNI","2014-2015","Tanya","Warren",NA,NA,"1988"
"2038","UNLV","2014-2015","Kathy","Olivier",NA,NA,NA
"2039","USC Upstate","2014-2015","Tammy","George",NA,NA,"1993"
"2040","UT Arlington","2014-2015","Krista","Gerlich",NA,NA,"1993"
"2041","UT Martin","2014-2015","Kevin","McMillan",NA,NA,"1989"
"2042","UTEP","2014-2015","Keitha","Adams",NA,NA,"1989"
"2043","UTRGV","2014-2015","Larry","Tidwell",NA,NA,"1976"
"2044","UTSA","2014-2015","Lubomyr","Lichonczak",NA,NA,"1978"
"2045","Utah","2014-2015","Anthony","Levrets",NA,NA,"2000"
"2046","Utah St.","2014-2015","Jerry","Finkbeiner",NA,NA,"1980"
"2047","Utah Valley","2014-2015","Cathy","Nixon",NA,NA,"1989"
"2048","VCU","2014-2015","Beth","O'Boyle",NA,NA,"1998"
"2049","Valparaiso","2014-2015","Tracey","Dorow",NA,NA,"1996"
"2050","Vanderbilt","2014-2015","Melanie","Balcomb",NA,NA,"1984"
"2051","Vermont","2014-2015","Lori","Gear","McBride",NA,"1997"
"2052","Villanova","2014-2015","Harry","Perretta",NA,NA,NA
"2053","Virginia","2014-2015","Joanne","Boyle",NA,NA,"1985"
"2054","Virginia Tech","2014-2015","Dennis","Wolff",NA,NA,"1978"
"2055","Wagner","2014-2015","Lisa","Cermignano",NA,NA,"1997"
"2056","Wake Forest","2014-2015","Jennifer","Hoover",NA,NA,"1991"
"2057","Washington","2014-2015","Mike","Neighbors",NA,NA,NA
"2058","Washington St.","2014-2015","June","Daugherty",NA,NA,"1978"
"2059","Weber St.","2014-2015","Bethann","Shapiro","Ord",NA,"1989"
"2060","West Virginia","2014-2015","Mike","Carey",NA,NA,"1980"
"2061","Western Caro.","2014-2015","Karen","Middleton",NA,NA,"1991"
"2062","Western Ill.","2014-2015","JD","Gravina",NA,NA,"2000"
"2063","Western Ky.","2014-2015","Michelle","Clark-Heard",NA,NA,"1990"
"2064","Western Mich.","2014-2015","Shane","Clipfell",NA,NA,"2006"
"2065","Wichita St.","2014-2015","Jody","Adams",NA,NA,"1994"
"2066","William & Mary","2014-2015","Ed","Swanson",NA,NA,"1989"
"2067","Winthrop","2014-2015","Kevin","Cook",NA,NA,"1983"
"2068","Wisconsin","2014-2015","Bobbie","Kelsey",NA,NA,"1996"
"2069","Wofford","2014-2015","Edgar","Farmer",NA,NA,NA
"2070","Wright St.","2014-2015","Michael","Bradbury",NA,NA,"1993"
"2071","Wyoming","2014-2015","Joe","Legerski",NA,NA,"1979"
"2072","Xavier","2014-2015","Brian","Neal",NA,NA,"1991"
"2073","Yale","2014-2015","Chris","Gobrecht",NA,NA,"1977"
"2074","Youngstown St.","2014-2015","John","Barnes",NA,NA,"1995"
"2075","A&M-Corpus Christi","2015-2016","Royce","Chadwick",NA,NA,"1980"
"2076","Abilene Christian","2015-2016","Julie","Goodenough",NA,NA,"1991"
"2077","Air Force","2015-2016","Chris","Gobrecht",NA,NA,"1977"
"2078","Akron","2015-2016","Jodi","Kest",NA,NA,"1984"
"2079","Alabama","2015-2016","Kristy","Curry",NA,NA,"1988"
"2080","Alabama A&M","2015-2016","Semeka","Randall",NA,NA,"2000"
"2081","Alabama St.","2015-2016","Freda","Freeman-Jackson",NA,NA,"1984"
"2082","Albany (NY)","2015-2016","Katie","Abrahamson-Henderson",NA,NA,"1990"
"2083","Alcorn","2015-2016","Courtney","Pruitt",NA,NA,NA
"2084","American","2015-2016","Megan","Gebbia",NA,NA,"1994"
"2085","Appalachian St.","2015-2016","Angel","Elderkin",NA,NA,"1999"
"2086","Arizona","2015-2016","Niya","Butts",NA,NA,"2000"
"2087","Arizona St.","2015-2016","Charli","Turner","Thorne",NA,"88"
"2088","Ark.-Pine Bluff","2015-2016","Nate","Kilbert",NA,NA,"1987"
"2089","Arkansas","2015-2016","Jimmy","Dykes",NA,NA,"1985"
"2090","Arkansas St.","2015-2016","Brian","Boyer",NA,NA,"1993"
"2091","Army West Point","2015-2016","Dave","Magarity",NA,NA,"1974"
"2092","Auburn","2015-2016","Terri","Williams-Flournoy",NA,NA,"1991"
"2093","Austin Peay","2015-2016","David","Midlick",NA,NA,"1991"
"2094","BYU","2015-2016","Jeff","Judkins",NA,NA,"1978"
"2095","Ball St.","2015-2016","Brady","Sallee",NA,NA,"1993"
"2096","Baylor","2015-2016","Kim","Mulkey",NA,NA,"1984"
"2097","Belmont","2015-2016","Cameron","Newbauer",NA,NA,"2001"
"2098","Bethune-Cookman","2015-2016","Vanessa","Blair-Lewis",NA,NA,"1992"
"2099","Binghamton","2015-2016","Linda","Cimino",NA,NA,"2001"
"2100","Boise St.","2015-2016","Gordy","Presnell",NA,NA,"1983"
"2101","Boston College","2015-2016","Erik","Johnson",NA,NA,"1994"
"2102","Boston U.","2015-2016","Katy","Steding",NA,NA,"1990"
"2103","Bowling Green","2015-2016","Jennifer","Roos",NA,NA,"1993"
"2104","Bradley","2015-2016","Mike","Brooks",NA,NA,"2004"
"2105","Brown","2015-2016","Sarah","Behn",NA,NA,"1993"
"2106","Bryant","2015-2016","Mary","Burke",NA,NA,"1987"
"2107","Bucknell","2015-2016","Aaron","Roussell",NA,NA,"2001"
"2108","Buffalo","2015-2016","Felisha","Legette-Jack",NA,NA,"1989"
"2109","Butler","2015-2016","Kurt","Godlevske",NA,NA,"1994"
"2110","CSU Bakersfield","2015-2016","Greg","McCall",NA,NA,"1991"
"2111","CSUN","2015-2016","Jason","Flowers",NA,NA,"2003"
"2112","Cal Poly","2015-2016","Faith","Mimnaugh",NA,NA,"1985"
"2113","Cal St. Fullerton","2015-2016","Daron","Park",NA,NA,"1994"
"2114","California","2015-2016","Lindsay","Gottlieb",NA,NA,"1999"
"2115","Campbell","2015-2016","Wanda","Watkins",NA,NA,"1979"
"2116","Canisius","2015-2016","Terry","Zeh",NA,NA,"1990"
"2117","Central Ark.","2015-2016","Sandra","Rushing",NA,NA,"86"
"2118","Central Conn. St.","2015-2016","Beryl","Piper",NA,NA,"1987"
"2119","Central Mich.","2015-2016","Sue","Guevara",NA,NA,"1982"
"2120","Charleston So.","2015-2016","Fred","Applin",NA,NA,"1985"
"2121","Charlotte","2015-2016","Cara","Consuegra",NA,NA,"2001"
"2122","Chattanooga","2015-2016","Jim","Foster",NA,NA,"1980"
"2123","Chicago St.","2015-2016","Angela","Jackson",NA,NA,"1991"
"2124","Cincinnati","2015-2016","Jamelle","Elliott",NA,NA,NA
"2125","Clemson","2015-2016","Audra","Smith",NA,NA,"1992"
"2126","Cleveland St.","2015-2016","Kate","Peterson","Abiad",NA,"1991"
"2127","Coastal Caro.","2015-2016","Jaida","Williams",NA,NA,"2005"
"2128","Col. of Charleston","2015-2016","Candice","Jackson",NA,NA,"2004"
"2129","Colgate","2015-2016","Nicci","Hays","Fort",NA,"1998"
"2130","Colorado","2015-2016","Linda","Lappe",NA,NA,"2002"
"2131","Colorado St.","2015-2016","Ryun","Williams",NA,NA,"1992"
"2132","Columbia","2015-2016","Sheila","Roux",NA,NA,"2000"
"2133","Coppin St.","2015-2016","Derek","Brown",NA,NA,NA
"2134","Cornell","2015-2016","Dayna","Smith",NA,NA,"1996"
"2135","Creighton","2015-2016","Jim","Flanery",NA,NA,"1987"
"2136","Dartmouth","2015-2016","Belle","Koclanes",NA,NA,"2002"
"2137","Davidson","2015-2016","Michele","Savage",NA,NA,"1993"
"2138","Dayton","2015-2016","Jim","Jabir",NA,NA,"1984"
"2139","DePaul","2015-2016","Doug","Bruno",NA,NA,"1973"
"2140","Delaware","2015-2016","Tina","Martin",NA,NA,"1986"
"2141","Delaware St.","2015-2016","Barbara","Burgess",NA,NA,"90"
"2142","Denver","2015-2016","Kerry","Cremeans",NA,NA,NA
"2143","Detroit Mercy","2015-2016","Bernard","Scott",NA,NA,"2001"
"2144","Drake","2015-2016","Jennie","Baranczyk",NA,NA,"2004"
"2145","Drexel","2015-2016","Denise","Dillon",NA,NA,"1996"
"2146","Duke","2015-2016","Joanne","P.","McCallie",NA,"1987"
"2147","Duquesne","2015-2016","Dan","Burt",NA,NA,"1993"
"2148","ETSU","2015-2016","Brittney","Ezell",NA,NA,"1999"
"2149","East Carolina","2015-2016","Heather","Macy",NA,NA,"2000"
"2150","Eastern Ill.","2015-2016","Debbie","Black",NA,NA,"1988"
"2151","Eastern Ky.","2015-2016","Chrissy","Roberts",NA,NA,"1998"
"2152","Eastern Mich.","2015-2016","Tory","Verdi",NA,NA,"1996"
"2153","Eastern Wash.","2015-2016","Wendy","Schuller",NA,NA,"1992"
"2154","Elon","2015-2016","Charlotte","Smith",NA,NA,"1995"
"2155","Evansville","2015-2016","Oties","Epps",NA,NA,NA
"2156","FGCU","2015-2016","Karl","Smesko",NA,NA,"1993"
"2157","FIU","2015-2016","Marlin","Chinn",NA,NA,"1992"
"2158","Fairfield","2015-2016","Joe","Frager",NA,NA,NA
"2159","Fairleigh Dickinson","2015-2016","Peter","Cinella",NA,NA,"1990"
"2160","Fla. Atlantic","2015-2016","Kellie","Lewis-Jay",NA,NA,"1998"
"2161","Florida","2015-2016","Amanda","Butler",NA,NA,"1995"
"2162","Florida A&M","2015-2016","LeDawn","Gibson",NA,NA,"2000"
"2163","Florida St.","2015-2016","Sue","Semrau",NA,NA,"1985"
"2164","Fordham","2015-2016","Stephanie","Gaitley",NA,NA,"1982"
"2165","Fresno St.","2015-2016","Jaime","White",NA,NA,"1994"
"2166","Furman","2015-2016","Jackie","Smith","Carson",NA,"2001"
"2167","Ga. Southern","2015-2016","Kip","Drown",NA,NA,"77"
"2168","Gardner-Webb","2015-2016","Rick","Reeves",NA,NA,"1981"
"2169","George Mason","2015-2016","Nyla","Milleson",NA,NA,"1985"
"2170","George Washington","2015-2016","Jonathan","Tsipis",NA,NA,"1996"
"2171","Georgetown","2015-2016","Natasha","Adair",NA,NA,"1994"
"2172","Georgia","2015-2016","Joni","Taylor",NA,NA,"2002"
"2173","Georgia St.","2015-2016","Sharon","Baldwin",NA,NA,"1991"
"2174","Georgia Tech","2015-2016","MaChelle","Joseph",NA,NA,"1992"
"2175","Gonzaga","2015-2016","Lisa","Fortier",NA,NA,"2004"
"2176","Grambling","2015-2016","Nadine","Domond",NA,NA,NA
"2177","Grand Canyon","2015-2016","Trent","May",NA,NA,"1995"
"2178","Green Bay","2015-2016","Kevin","Borseth",NA,NA,"1976"
"2179","Hampton","2015-2016","David","Six",NA,NA,"2009"
"2180","Hartford","2015-2016","Jennifer","Rizzotti",NA,NA,"1996"
"2181","Harvard","2015-2016","Kathleen","Delaney-Smith",NA,NA,"1971"
"2182","Hawaii","2015-2016","Laura","Beeman",NA,NA,"1992"
"2183","High Point","2015-2016","DeUnna","Hendrix",NA,NA,"2007"
"2184","Hofstra","2015-2016","Krista","Kilburn-Steveskey",NA,NA,"1990"
"2185","Holy Cross","2015-2016","Bill","Gibbons","Jr.",NA,"1981"
"2186","Houston","2015-2016","Ronald","Hughey",NA,NA,"2006"
"2187","Houston Baptist","2015-2016","Donna","Finnie",NA,NA,"1998"
"2188","Howard","2015-2016","Ty","Grace",NA,NA,"1999"
"2189","IUPUI","2015-2016","Austin","Parkinson",NA,NA,"2004"
"2190","Idaho","2015-2016","Jon","Newlee",NA,NA,"1982"
"2191","Idaho St.","2015-2016","Seton","Sobolewski",NA,NA,"2001"
"2192","Illinois","2015-2016","Matt","Bollant",NA,NA,"1994"
"2193","Illinois St.","2015-2016","Barb","Smith",NA,NA,"1986"
"2194","Incarnate Word","2015-2016","Kate","Henderson",NA,NA,"2000"
"2195","Indiana","2015-2016","Teri","Moren",NA,NA,"1992"
"2196","Indiana St.","2015-2016","Joey","Wells",NA,NA,"1996"
"2197","Iona","2015-2016","Billi","Chambers",NA,NA,"2003"
"2198","Iowa","2015-2016","Lisa","Bluder",NA,NA,"1983"
"2199","Iowa St.","2015-2016","Bill","Fennelly",NA,NA,"1979"
"2200","Jackson St.","2015-2016","Surina","Dixon",NA,NA,"1983"
"2201","Jacksonville","2015-2016","Yolett","McPhee-McCuin",NA,NA,"2004"
"2202","Jacksonville St.","2015-2016","Rick","Pietri",NA,NA,"1987"
"2203","James Madison","2015-2016","Kenny","Brooks",NA,NA,"1992"
"2204","Kansas","2015-2016","Brandon","Schneider",NA,NA,"1995"
"2205","Kansas St.","2015-2016","Jeff","Mittie",NA,NA,"1989"
"2206","Kennesaw St.","2015-2016","Nitra","Perry",NA,NA,"2000"
"2207","Kent St.","2015-2016","Danielle","O'Banion",NA,NA,"2001"
"2208","Kentucky","2015-2016","Matthew","Mitchell",NA,NA,"1995"
"2209","LIU Brooklyn","2015-2016","Stephanie","Del","Preore",NA,"2004"
"2210","LSU","2015-2016","Nikki","Fargas",NA,NA,"1994"
"2211","La Salle","2015-2016","Jeff","Williams",NA,NA,"1987"
"2212","La.-Monroe","2015-2016","Jeff","Dow",NA,NA,"1989"
"2213","Lafayette","2015-2016","Theresa","Grentz",NA,NA,"1974"
"2214","Lamar University","2015-2016","Robin","Harmony",NA,NA,"1984"
"2215","Lehigh","2015-2016","Sue","Troyan",NA,NA,"1988"
"2216","Liberty","2015-2016","Carey","Green",NA,NA,"1979"
"2217","Lipscomb","2015-2016","Greg","Brown",NA,NA,"1993"
"2218","Little Rock","2015-2016","Joe","Foley",NA,NA,"1979"
"2219","Long Beach St.","2015-2016","Jody","Wynn",NA,NA,"1996"
"2220","Longwood","2015-2016","Bill","Reinson",NA,NA,NA
"2221","Louisiana","2015-2016","Garry","Brodhead",NA,NA,NA
"2222","Louisiana Tech","2015-2016","Tyler","Summitt",NA,NA,"2012"
"2223","Louisville","2015-2016","Jeff","Walz",NA,NA,"1995"
"2224","Loyola Chicago","2015-2016","Sheryl","Swoopes",NA,NA,"1994"
"2225","Loyola Maryland","2015-2016","Joe","Logan",NA,NA,"1996"
"2226","Loyola Marymount","2015-2016","Charity","Elliott",NA,NA,"1992"
"2227","Maine","2015-2016","Richard","Barron",NA,NA,"1991"
"2228","Manhattan","2015-2016","John","Olenowski",NA,NA,"1977"
"2229","Marist","2015-2016","Brian","Giorgis",NA,NA,"1977"
"2230","Marquette","2015-2016","Carolyn","Kieger",NA,NA,"2006"
"2231","Marshall","2015-2016","Matt","Daniel",NA,NA,"1998"
"2232","Maryland","2015-2016","Sharon","Dawley",NA,NA,"1983"
"2233","Massachusetts","2015-2016","Sharon","Dawley",NA,NA,"1983"
"2234","McNeese","2015-2016","Brooks","Donald","Williams",NA,"2000"
"2235","Memphis","2015-2016","Melissa","McFerrin",NA,NA,"1983"
"2236","Mercer","2015-2016","Susie","Gardner",NA,NA,"1986"
"2237","Miami (FL)","2015-2016","Katie","Meier",NA,NA,"1990"
"2238","Miami (OH)","2015-2016","Cleve","Wright",NA,NA,"1989"
"2239","Michigan","2015-2016","Kim","Barnes","Arico",NA,"1993"
"2240","Michigan St.","2015-2016","Suzy","Merchant",NA,NA,"1991"
"2241","Middle Tenn.","2015-2016","Rick","Insell",NA,NA,"1977"
"2242","Milwaukee","2015-2016","Kyle","Rechlicz",NA,NA,"2003"
"2243","Minnesota","2015-2016","Marlene","Stollings",NA,NA,"1998"
"2244","Mississippi St.","2015-2016","Vic","Schaefer",NA,NA,"1984"
"2245","Mississippi Val.","2015-2016","Elvis","Robinson",NA,NA,NA
"2246","Missouri","2015-2016","Robin","Pingeton",NA,NA,"1990"
"2247","Missouri St.","2015-2016","Kellie","Harper",NA,NA,NA
"2248","Monmouth","2015-2016","Jenny","Palmateer",NA,NA,"1993"
"2249","Montana","2015-2016","Robin","Selvig",NA,NA,"1975"
"2250","Montana St.","2015-2016","Tricia","Binford",NA,NA,"1995"
"2251","Morehead St.","2015-2016","Greg","Todd",NA,NA,NA
"2252","Morgan St.","2015-2016","Donald","Beasley",NA,NA,"1984"
"2253","Mount St. Mary's","2015-2016","Bryan","Whitten",NA,NA,"1991"
"2254","Murray St.","2015-2016","Rob","Cross",NA,NA,"1991"
